category,description
Household,"Halloween Scarecrow Swing Ornaments Kindergarten Classroom Layout Decoration Supplies Straw Doll Ornaments (Small Size) DescriptionThis is a standing scarecrow pumpkin ornament,  made of high quality material, exquisite workmanship, lightweight and durable for use, nice Halloween gift. Ideal prop decor for Halloween party, spooky haunted house, bars, nightclub, adding strong Halloween atmosphere.Features- Color: As Shown.- Material: Straw and cloth.- Size: 26x60cm.- A standing scarecrow pumpkin ornament,  made of high quality material, exquisite workmanship, lightweight and durable for use, nice Halloween gift.- Cute doll face image, cloth zipper and skirt, very stylish and exquisite.- Ideal prop decor for Halloween party, spooky haunted house, bars, nightclub, adding strong Halloween atmosphere.- Great for Greeting Trick-Or-Treats, or visitors to your haunted house, Hang on your door, a tree, your porch, or in your living room. Package Including1 x Halloween Scarecrow Swing Ornament"
Household,"Vepson Plastic Food Wrap Dispenser Wraptastic plastic Foil Cling Wrap cutter Wraptastic smart dispenser makes wrapping food super easy. It wraps food in a flash; simply load plastic wrap, wax paper or foil then pull, press & wrap. It cuts perfectly every time so there's no waste and it features hidden blade that cuts safely and easily. The non-slip rubber feet holds wrap tastic in place. Wrap tastic is spring loaded so it is easy to start and never bunches, sticks or rips apart. Wraptastic fits all your favorite brands and standard with rolls up to 200 feet. It is dishwasher safe and easy to store. Feature: Easily pop wrap rolls in and out Works with parchment paper, wax paper, plastic wrap, aluminum foil and more Smart food wrap dispenser, makes wrapping food super easy Fits in most of kitchen drawers Material: ABS + Benzene Size: 355 x 75 x 70mm Packaging Content: 1 x Food Wrap Dispenser Wraptastic"
Household,Skyline VT-7011 12 Cup Drip Coffee Maker (Black) Skyline drip coffee maker filter machine that one can keep at home on in office. It has capacity to make 12 cup coffee in one time.
Household,"ANSIO Vacuum Compressed PP Space Saver Storage Bags – Pack of 6 – Medium (80cm x 60cm) ANSIO 94305 Vacuum Storage Bag 80cm x 60cm - 6 Pack   KEY FEATURES:   * Triple your storage capacity and save upto 80% of space at your home - absolutely necessary for our modern lives - comes with an exclusive 1 year warranty!  * Protection against dew, odour, dirt, moisture,water and dust  * One-way valve - easy to fit the vacuum cleaner hose and compatible with not only ANSIO pumps but also with all other standard pumps  * Strong Double Zipper - for better airtight and water tight storage. Store all your clothing, cushions, small duvets, pillows against moisture and mould  * Made with eco-friendly high grade polyamide material  * This durable product is washable and re-usable  * We pride in superior customer service and want to address any negative feedback directly when you buy our product and are not satisfied for whatever reason. So if on the off chance that you are not satisfied, we strongly urge you to contact us directly before leaving a negative product review. We will do all we can to address the situation to your satisfaction."
Household,"Samsung 6 kg Fully-Automatic Front Loading Washing Machine (WW60M206LMW/TL, White) ""No more fabric damage With most conventional washing machines, it is quite common for fabrics to protrude from these holes and be damaged in the process. But with the unique embossed design of the Diamond Drum, the holes are both 43% smaller and located deep within each diamond-shaped depression to prevent fabrics from sticking out and consequently being damaged. The Diamond Drum's unique “soft curl” design with smooth, diamond-shaped ridges is supremely gentle on your clothes. Its small water exit holes also help protect fabric by preventing clothes from becoming trapped. A Digital Inverter Motor delivers superior energy efficiency, minimal noise and exceptionally long-lasting performance, so it's certified to work for 20 years – backed-up by a 10 year warranty"""
Household,"China Maid Nylon Mesh Laundry Bag, 20 Litres Segregate Your Dirty Clothes. Instead of every member of your family leaving their dirty clothes lying around haphazardly, you can place a laundry bag in the bathroom for them to use. That way you won't have to go around the house hunting for clothes to throw in the washing machine and you will have the whole lot readily available. Made of a nylon mesh, this laundry bag is breathable. This nylon mesh laundry bag is also easy to wash and keep clean, so that it doesn't start smelling like the sweaty gym socks it contains."
Household,"KRIWIN Sturdy Cloth Clips Multi Color Clothes Pegs for Drying (48) This Stylish And Elegant Sturdy Cloth Clips Is Made Of Premium Quality Durable Plastic Material, Ensures Longevity. This New Trendy Cloth Clips Is Perfect For Modular Home."
Household,"Gorilla Efficio Energy Saving 5 Star Rated 3 Blade Ceiling Fan With Remote Control and BLDC Motor, 1200mm- White Designed and Manufactured by IIT Bombay Alumni, Gorilla Fan is India's Most Energy Efficient Fan* that consumes only 28 Watts Power at the highest Speed. Gorilla Fan is equipped with a smart and powerful BLDC Motor which makes the fan super energy efficient. Gorilla fans are equipped with smart features like sleep mode, timer mode, boost mode which adds sheer comfort to your life. Gorilla fans are manufactured from Aluminum hence Gorilla Fans are rust proof. Gorilla Fans are ideal for use in Bedroom, Living Room, Study room and Dining room. The 1200MM blade size will typically cover an area of upto 144 Sq. ft which is typically the average size of bedrooms in Urban Areas."
Household,Disney Cars Flip Out Mini Sofa for Kids (Multicolour) 2 in 1 inflatable Cars sofa and lounger for kids - Comfy mini sofa flips out into a fun lounger - ideal for daytime napping - Soft & cosy machine washable cover - Quick and easy inflation - Great for watching TV - Easy to deflate for compact storage - for ages 18 months and over.
Household,"ASkyl Stainless Steel Cloth Drying Stand Foldable for Window and Balcony Product Features    Suitable for indoor and outdoor use 100% corrosion resistant Solid and durable Rails made of high-gloss polished stainless steel Fitted with cleverly designed adjustable arms for narrow doors up to 110-mm thick walls Stable, horizontal attachment Less chances of surface damage soft protective or non-skid coating on brackets and rack No damage to laundry Patented rounded rail attachment Material : Aluminum alloy   Specifications  Item: Stainless Steel Drying Rack Material: Stainless Steel Dimensions: 55 x 37.5 x 30 cm Whats Included 1 x Clothes Stainless Steel Drying Rack"
Household,"StBotanica Vitamin C, E & Hyaluronic Acid Brightening Face Scrub, 50g"
Household,"Quace Head Vintage Hemp Rope Pendant Light Fixture (110V-220V, Brown, 1m) - 4 Units Size:1 Meter - 4 Units   Features: Not only lighting but also decorating your house.  E27 lamp base, you can choose any bulbs with E27 interface as you want. Made of hemp rope, it looks very special and vintage.  You can tie various attractive and unique knots as your preference.  Perfect to create warm, romantic atmosphere for your restaurants, bars and cafes.  Specifications: Base type: E27 (bulbs are not provided)  Power: 60W (Max)  Power source: AC 220V Is switch included: No Lamp holder quantity: 1 Item colour: Camel Body Material: Hemp Rope Rope diameter: 25cm/1 in  Rope Length: 1 meter Package size: 368 * 260 * 1mm/ 14. 49 * 10. 24 * 0. 04in (L * W * H)  Item weight: 200g The bulb and base are not provided."
Household,"Noyyal Go Green The Nilgiri Tahr Cotton Resuable Produce Bags (12x10-inch,Cream) - Set of 5 Plastic litter is huge toxic problem on land and in our rivers, lakes and oceans.Be proud to carry our Reusable Produce Bags that can be used to refrigerate or store fruits, vegetables etc. These muslin breathable bags helps keep your veggies and fruits fresh for days. These bags can also be used to store toys, toiletries , jewellery, gift bags etc. Every week each family brings on an average 10-12 plastic bags home. As these bags are very compact, please carry these with you while going grocery shopping to avoid taking your fruits and veggies in small plastic pouches to put it on weighing scale at the store. Also this saves your segregation time after reaching home as fruits and veggies are already segregated. Taking our bags with you during grocery shopping saves this earth from lots of plastic bags. These bags can be of great gift pouches too.These bags are made by women who has lost their self respect and looking for a light in their life. Light up a woman’s life by buying these bags.Noyyal symbolises recovery of severely polluted river in the city of coimbatore. These bags are named after the endangered species in India. Save them."
Household,BIC Mega Utility Lighter Design It is an utility lighter. It comes in a stylish design.
Household,"Ebee 1312016 Study Table Size:Rectangle Shape   Its top made of engineer wood and its leg are made of iron. It is best suitable for study, laptop table and laptop rise."
Household,"Worthy Shoppee Wooden Tissue Holder Napkin Holder for Dining Table, Brown ""Worthy Shoppee brings you the traditional art of Indian artists by offering you the most beautiful wooden handycraft products made by the rural artists of india, Authentic design, Material Used - Wooden."" Worthy Shoppee is a professionally managed company which deals in all kinds of Wooden & Iron furniture, Handicrafts & Gift Items, Home furnishing Products. Bring home a fusion of style and beauty with these handmade wooden craft. This will increase your decor value if you also place them as a show piece Can be gifted during house warming ceremony, birthday, etc. Can be gifted to friends, relatives, etc. This will bring a fusion of style and beauty to your home. The outside carving gives them an indigenous appearance and helps in creating an exceptionally elegant appearance."
